task,node,topic,timer_handle,callback_duration_us
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,100.788
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,78.769
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,97.546
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,41.336
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,45.718
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,92.28
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,60.867
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,525.229
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,138.37
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,159.866
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,58.064
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,121.423
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,110.453
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,100.417
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,39.115
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,38.839
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,167.064
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,92.055
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,29.405
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,49.018
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,84.73
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,103.995
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,83.246
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,33.526
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,858.104
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,89.929
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,98.423
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,95.478
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,90.74
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,117.095
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,53.844
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,98.273
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,102.641
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,98.815
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,39.516
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,89.245
